Name,Circuit,ID,Appointing President,Appointing President Party,Year of Departure,Year of Birth,Year of Death,President when Departed,Reason for Departing,Judge Party,District,State,City,Gender,Race,Year of Appointment,Cross Appointment,Recess Appointment,Assets,ABA Rating,Congress,Unity,House Democrats,House Republicans,Senate Democrats,Senate Republicans,House Independents,Senate Independents,Net Worth,Previous Position - ssc,Previous Position - slc,Previous Position - locct,Previous Position - sjdget,Previous Position - ausa,Previous Position - usa,Previous Position - sgo,Previous Position - sg,Previous Position - ago,Previous Position - ag,Previous Position - cc,Previous Position - sp,Previous Position - mag,Previous Position - bank,Previous Position - terr,Previous Position - cab,Previous Position - asatty,Previous Position - satty,Previous Position - cabdept,Previous Position - scab,Previous Position - scabdpt,Previous Position - aag,Previous Position - indreg1,Previous Position - reg1,Previous Position - reg2,Previous Position - reg3,Previous Position - house,Previous Position - senate,Previous Position - gov,Previous Position - ssenate,Previous Position - shouse,Previous Position - mayor,Previous Position - ccoun,Previous Position - ccom,Previous Position - ada,Previous Position - da,Previous Position - lother,Previous Position - lotherl,Previous Position - lawprof,Previous Position - private,Ideology Score
"Alsup, William Haskell",9,30039,Clinton,Democrat,9999,1945.0,9999.0,Active Ser.,Active Service,Democrat,Northern,California,"Oakland, CA",Male,White,1999,Same Party,Not Recess Appt.,3672483.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,3672483.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3174999952316284
"Altimari, Frank X.",2,169,Reagan,Republican,1985,1928.0,1998.0,Reagan,Elevated,Republican,Eastern,New York,"Uniondale, NY",Male,White,1982,Same Party,Not Recess Appt.,339181.0,Qualified,99TH,"Divided, House",243,192,47,53,0,0,339181.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.11400000005960464
"Altonaga, Cecilia M.",11,30324,"Bush, 43",Republican,9999,1962.0,9999.0,Active Ser.,Active Service,Republican,Southern,Florida,,Female,Hispanic,2003,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
Alvarez. Micaela,5,30325,"Bush, 43",Republican,9999,1958.0,9999.0,Active Ser.,Active Service,Republican,Southern,Texas,,Female,Hispanic,2004,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33250001072883606
"Ambrose, Donetta Wypiski",3,23235,Clinton,Democrat,9999,1945.0,9999.0,Active Ser.,Active Service,Democrat,Western,Pennsylvania,"Lower Burrell, PA",Female,White,1993,Same Party,Not Recess Appt.,707914.0,Well-Qual.,,Unified,258,176,57,43,1,0,707914.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.2939999997615814
"Amidon, Charles Fremont",8,180,Cleveland (2),Democrat,1928,1856.0,1937.0,Harding,Retired,Democrat,Entire State,North Dakota,"Fargo, ND",Male,White,1896,Same Party,Conf. Recess Appt.,,Not Rated,70TH,"Divided, Both",104,246,39,44,7,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Amon, Carol Bagley",2,358,"Bush, 41",Republican,9999,1946.0,9999.0,Active Ser.,Active Service,Republican,Eastern,New York,"Brooklyn, NY",Female,White,1990,Same Party,Not Recess Appt.,1288385.0,Well-Qual.,,"Divided, Both",260,175,55,45,0,0,1288385.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11400000005960464
"Andersen, Wayne R.",7,22070,"Bush, 41",Republican,9999,1945.0,9999.0,Active Ser.,Active Service,Republican,Northern,Illinois,"Chicago, IL",Male,White,1991,Same Party,Not Recess Appt.,284000.0,Qualified,,"Divided, Both",267,165,56,44,1,0,284000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.492000013589859
"Anderson, Robert P.",2,235,Eisenhower,Republican,1964,1906.0,1978.0,L.B. Johnson,Elevated,Republican,Entire State,Connecticut,"Hartford, CT",Male,White,1954,Same Party,Not Recess Appt.,,Well-Qual.,88TH,Unified,213,221,47,48,1,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.15700000524520874
"Anderson, George Ross, Jr.",4,200,Carter,Democrat,9999,1929.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,South Carolina,"Greenville, SC",Male,White,1980,Same Party,Not Recess Appt.,,Qualified,,Unified,277,158,59,41,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.22300000488758087
"Anderson, Joseph F., Jr.",4,225,Reagan,Republican,9999,1949.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,South Carolina,"Greenville, SC",Male,White,1986,Cross Party,Not Recess Appt.,267771.0,Qualified,,"Divided, House",253,182,47,53,0,0,267771.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.35199999809265137
"Anderson, Harry Bennett",6,210,Coolidge,Republican,1935,1879.0,1935.0,F. Roosevelt,Died,Republican,Western,Tennessee,"Memphis, TN",Male,White,1925,Same Party,Conf. Recess Appt.,,Not Rated,74TH,Unified,183,247,40,54,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Anderson, Albert Barnes",7,185,T. Roosevelt,Republican,1925,1857.0,1938.0,Coolidge,Elevated,Republican,Entire State,Indiana,"Indiannapolis, IN",Male,White,1902,Same Party,Not Recess Appt.,,Not Rated,68TH,Unified,153,198,29,56,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Anderson, Percy",9,30214,"Bush, 43",Republican,9999,,9999.0,Active Ser.,Active Service,Independent,Central,California,,Male,African American,2002,Not Two-Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
"Anderson, J. Blaine",9,215,Nixon,Republican,1976,1922.0,1988.0,Ford,Elevated,Republican,Entire State,Idaho,"Boise, ID",Male,White,1971,Same Party,Not Recess Appt.,,Well-Qual.,94TH,"Divided, Both",225,180,55,45,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31700000166893005
"Anderson, Aldon J.",8,195,Nixon,Republican,1984,1917.0,1995.0,Reagan,Retired,Republican,Entire State,Utah,"Salt Lake City, UT",Male,White,1971,Same Party,Not Recess Appt.,,Qualified,98TH,"Divided, Both",225,180,55,45,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3499999940395355
"Anderson, Thomas H.",12,250,T. Roosevelt,Republican,1916,1848.0,1916.0,Wilson,Died,Republican,Entire State,D.C.,District of Columbia,Male,White,1901,Same Party,Conf. Recess Appt.,,Not Rated,64TH,Unified,153,198,29,56,5,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Andrews, Maurice Neil",5,30002,Truman,Democrat,1950,1894.0,1967.0,Truman,Off. Term. or not Confirm,Democrat,Northern,Georgia,"Lafayette, GA",Male,White,1949,Same Party,Unconf. Recess Appt.,,Not Rated,81ST,Unified,263,171,54,42,1,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
"Angell, Alexis Caswell",6,260,Taft,Republican,1912,1857.0,1932.0,Taft,Resigned,Republican,Eastern,Michigan,"Detroit, MI",Male,White,1911,Same Party,Not Recess Appt.,,Not Rated,62ND,"Divided, House",228,162,42,49,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
"Antoon, John V.",11,30118,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Independent,Middle,Florida,"Ormand Beach, FL",Male,White,2000,Not Two-Party,Not Recess Appt.,638068.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,638068.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.22599999606609344
"Arcara, Richard J.",2,270,Reagan,Republican,9999,1940.0,9999.0,Active Ser.,Active Service,Republican,Western,New York,"Buffalo, NY",Male,White,1988,Same Party,Not Recess Appt.,318000.0,Well-Qual.,,"Divided, Both",258,177,55,45,0,0,318000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.11400000005960464
"Arceneaux, George, Jr.",5,275,Carter,Democrat,1993,1928.0,1993.0,Clinton,Died,Democrat,Eastern,Louisiana,"New Orleans, LA",Male,White,1979,Same Party,Not Recess Appt.,331423.0,Well-Qual.,103RD,Unified,277,158,59,41,0,0,331423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.13349999487400055
"Archbald, Robert Wodrow",3,280,T. Roosevelt,Republican,1911,1848.0,1926.0,Taft,Elevated,Republican,Middle,Pennsylvania,"Scranton, PA",Male,White,1901,Same Party,Conf. Recess Appt.,,Not Rated,61ST,Unified,153,198,29,56,5,3,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Armijo, M. Christina",10,30238,"Bush, 43",Republican,9999,,9999.0,Active Ser.,Active Service,Republican,Entire State,New Mexico,,Female,Hispanic,2001,Same Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20200000703334808
"Armstrong, Saundra Brown",9,22075,"Bush, 41",Republican,9999,1947.0,9999.0,Active Ser.,Active Service,Republican,Northern,California,"Oakland, CA",Female,African American,1991,Same Party,Not Recess Appt.,612745.0,Qualified,,"Divided, Both",267,165,56,44,1,0,612745.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2199999988079071
"Arnold, Morris Sheppard",8,290,Reagan,Republican,1992,1941.0,9999.0,"Bush, 41",Elevated,Republican,Western,Arkansas,"Fort Smith, AR",Male,White,1985,Same Party,Not Recess Appt.,650500.0,Qualified,102ND,"Divided, House",253,182,47,53,0,0,650500.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5379999876022339
"Arnold, Richard S.",8,295,Carter,Democrat,1980,1936.0,9999.0,Carter,Elevated,Democrat,Eastern,Arkansas,"Little Rock, AR",Male,White,1978,Same Party,Not Recess Appt.,,Well-Qual.,96TH,Unified,292,143,62,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2954999804496765
"Arnow, Winston E.",5,310,L.B. Johnson,Democrat,1981,1911.0,1994.0,Reagan,Retired,Democrat,Northern,Florida,"Pensacola, FL",Male,White,1967,Same Party,Not Recess Appt.,,Well-Qual.,97TH,Unified,248,187,64,36,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.014499999582767487
"Aronovitz, Sidney M.",5,315,Ford,Republican,1988,1920.0,1997.0,Reagan,Retired,Democrat,Southern,Florida,"Miami, FL",Male,White,1976,Cross Party,Not Recess Appt.,,Qualified,100TH,"Divided, Both",291,144,61,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0.3720000088214874
"Arraj, Alfred A.",10,320,Eisenhower,Republican,1976,1906.0,1992.0,Ford,Retired,Republican,Entire State,Colorado,"Denver, CO",Male,White,1957,Same Party,Not Recess Appt.,,Qualified,94TH,"Divided, Both",234,201,49,47,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2329999953508377
"Arterton, Janet Bond",2,23240,Clinton,Democrat,9999,1944.0,9999.0,Active Ser.,Active Service,Independent,Entire State,Connecticut,"New Haven, CT",Female,White,1995,Not Two-Party,Not Recess Appt.,1161532.0,Well-Qual.,,"Divided, Both",203,231,48,52,1,0,1161532.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.25200000405311584
"Aspen, Marvin E.",7,325,Carter,Democrat,2002,1934.0,9999.0,"Bush, 43",Retired,Democrat,Northern,Illinois,"Chicago, IL",Male,White,1979,Same Party,Not Recess Appt.,243600.0,Well-Qual.,107TH,Unified,277,158,59,41,0,0,243600.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.3100000023841858
"Atkins, Carl Clyde",5,330,L.B. Johnson,Democrat,1982,1914.0,1999.0,Reagan,Retired,Democrat,Southern,Florida,"Miami, FL",Male,White,1966,Same Party,Not Recess Appt.,,Excep. Well-Qual.,97TH,Unified,295,140,68,32,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.014499999582767487
"Atlas, Nancy Friedman",5,23245,Clinton,Democrat,9999,1949.0,9999.0,Active Ser.,Active Service,Democrat,Southern,Texas,"Houston, TX",Female,White,1995,Same Party,Not Recess Appt.,2881567.0,Qualified,,"Divided, Both",203,231,48,52,1,0,2881567.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.37700000405311584
"Atwell, William Hawley",5,335,Harding,Republican,1954,1869.0,1961.0,Eisenhower,Retired,Republican,Northern,Texas,"Dallas, TX",Male,White,1923,Same Party,Not Recess Appt.,,Not Rated,83RD,Unified,132,300,37,59,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Augelli, Anthony J.",3,340,Kennedy,Democrat,1972,1902.0,1985.0,Nixon,Retired,Democrat,Entire State,New Jersey,"Newark, NJ",Male,White,1961,Same Party,Not Recess Appt.,,Well-Qual.,92ND,Unified,263,174,64,36,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.30399999022483826
"Austin, Richard Bevan",7,345,Kennedy,Democrat,1975,1901.0,1977.0,Ford,Retired,Democrat,Northern,Illinois,"Chicago, IL",Male,White,1961,Same Party,Not Recess Appt.,,Qualified,94TH,Unified,263,174,64,36,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.5910000205039978
"Autrey, Henry Edward",8,30234,"Bush, 43",Republican,9999,,9999.0,Active Ser.,Active Service,Independent,Eastern,Missouri,,Male,African American,2002,Not Two-Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2409999966621399
"Avis, John Boyd",3,350,Hoover,Republican,1944,1875.0,1944.0,F. Roosevelt,Died,Republican,Entire State,New Jersey,"Camden, NJ",Male,White,1929,Same Party,Not Recess Appt.,,Not Rated,78TH,Unified,163,267,39,56,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
"Babcock, Lewis T.",10,355,Reagan,Republican,9999,1943.0,9999.0,Active Ser.,Active Service,Republican,Entire State,Colorado,"Denver, CO",Male,White,1988,Same Party,Not Recess Appt.,205639.0,Well-Qual.,,"Divided, Both",258,177,55,45,0,0,205639.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.4390000104904175
"Baer, Harold, Jr.",2,23250,Clinton,Democrat,2004,1933.0,9999.0,"Bush, 43",Retired,Liberal,Southern,New York,"New York, NY",Male,White,1994,Not Two-Party,Not Recess Appt.,1808239.0,Well-Qual.,108TH,Unified,258,176,57,43,1,0,1808239.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.29100000858306885
"Bailey, Thomas Jennings",12,360,Wilson,Democrat,1950,1867.0,1963.0,Truman,Retired,Democrat,Entire State,D.C.,District of Columbia,Male,White,1918,Same Party,Not Recess Appt.,,Not Rated,81ST,Unified,210,216,53,42,9,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,
"Baird, Lourdes Gillespie",9,22840,"Bush, 41",Republican,2004,1935.0,9999.0,"Bush, 43",Retired,Independent,Central,California,"Los Angeles, CA",Female,Hispanic,1992,Not Two-Party,Not Recess Appt.,768192.0,Well-Qual.,108TH,"Divided, Both",267,165,56,44,1,0,768192.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2199999988079071
"Baker, William Eli",4,380,Harding,Republican,1954,1873.0,1954.0,Eisenhower,Retired,Republican,Northern,West Virginia,"Elkins, WV",Male,White,1921,Same Party,Conf. Recess Appt.,,Not Rated,83RD,Unified,132,300,37,59,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.19050000607967377
"Baker, John Harris",7,375,B. Harrison,Republican,1902,1832.0,1915.0,T. Roosevelt,Retired,Republican,Entire State,Indiana,"Indiannapolis, IN",Male,White,1892,Same Party,Not Recess Appt.,,Not Rated,57TH,"Divided, House",231,88,39,47,14,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Baker, Harold A.",7,370,Carter,Democrat,1994,1929.0,9999.0,Clinton,Retired,Democrat,Central,Illinois,"Danville, IL",Male,White,1978,Same Party,Not Recess Appt.,,Excep. Well-Qual.,103RD,Unified,292,143,62,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3100000023841858
"Baldock, Bobby Ray",10,385,Reagan,Republican,1985,1936.0,9999.0,Reagan,Elevated,Republican,Entire State,New Mexico,"Albuequerque, NM",Male,White,1983,Same Party,Not Recess Appt.,534766.0,Qualified,99TH,"Divided, House",269,166,46,54,0,0,534766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20200000703334808
"Baldwin, James Harris",9,395,F. Roosevelt,Democrat,1944,1876.0,1944.0,F. Roosevelt,Died,Democrat,Entire State,Montana,"Butte, MT",Male,White,1935,Same Party,Not Recess Appt.,,Not Rated,78TH,Unified,322,103,69,25,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Baldwin, Alexander White",10,392,Lincoln,Republican,1869,1835.0,1869.0,Grant,Died,Union Democrat/War Dem.,Entire State,Nevada,"Virginia City, NV",Male,White,1865,Not Two-Party,Not Recess Appt.,,Not Rated,41ST,Unified,46,145,10,42,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
"Ballantine, Thomas A.",6,400,Carter,Democrat,1992,1926.0,1992.0,"Bush, 41",Retired,Democrat,Western,Kentucky,"Louisville, KY",Male,White,1977,Same Party,Not Recess Appt.,,Well-Qual.,102ND,Unified,292,143,62,38,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.23399999737739563
"Ballard, Bland",6,402,Lincoln,Republican,1879,1819.0,1879.0,Hayes,Died,Republican,Entire State,Kentucky,"Louisville, KY",Male,White,1861,Same Party,Conf. Recess Appt.,,Not Rated,46TH,Unified,42,106,11,31,28,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
"Baltzell, Robert C.",7,405,Coolidge,Republican,1950,1879.0,1950.0,Truman,Retired,Republican,Entire State,Indiana,"Indiannapolis, IN",Male,White,1925,Same Party,Not Recess Appt.,,Not Rated,81ST,Unified,207,225,43,51,3,2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Barbadoro, Paul James",1,22905,"Bush, 41",Republican,9999,1955.0,9999.0,Active Ser.,Active Service,Republican,Entire State,New Hampshire,,Male,White,1992,Same Party,Not Recess Appt.,350070.0,Well-Qual.,,"Divided, Both",267,165,56,44,1,0,350070.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40299999713897705
"Barbier, Carl J.",5,30098,Clinton,Democrat,9999,1944.0,9999.0,Active Ser.,Active Service,Democrat,Eastern,Louisiana,"New Orleans, LA",Male,White,1998,Same Party,Not Recess Appt.,3618743.0,Qualified,,"Divided, Both",207,227,45,55,1,0,3618743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.14800000190734863
"Barbour, Philip Pendleton",4,408,Jackson,Other,1836,1783.0,1841.0,Jackson,Elevated to U.S. Supreme Court,Democrat,Eastern,Virginia,"Orange County, VA",Male,White,1830,Not Two-Party,Conf. Recess Appt.,,Not Rated,24TH,Unified,139,74,26,22,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Barbour, William H., Jr.",5,410,Reagan,Republican,9999,1941.0,9999.0,Active Ser.,Active Service,Republican,Southern,Mississippi,"Jackson, MS",Male,White,1983,Same Party,Not Recess Appt.,490105.0,Well-Qual.,,"Divided, House",269,166,46,54,0,0,490105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23100000619888306
"Bard, Guy Kurtz",3,415,F. Roosevelt,Democrat,1952,1895.0,1953.0,Truman,Resigned,Democrat,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,1939,Same Party,Conf. Recess Appt.,,Not Rated,82ND,Unified,262,169,69,23,4,4,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5830000042915344
"Barker, William Julius",5,425,F. Roosevelt,Democrat,1959,1886.0,1968.0,Eisenhower,Retired,Democrat,Southern,Florida,"Bartow, FL",Male,White,1940,Same Party,Not Recess Appt.,,Not Rated,86TH,Unified,262,169,69,23,4,4,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.19050000607967377
"Barker, Sarah Evans",7,420,Reagan,Republican,9999,1943.0,9999.0,Active Ser.,Active Service,Republican,Southern,Indiana,"Indiannapolis, IN",Female,White,1984,Same Party,Not Recess Appt.,164265.0,Well-Qual.,,"Divided, House",269,166,46,54,0,0,164265.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.30550000071525574
"Barksdale, Alfred D.",4,430,F. Roosevelt,Democrat,1957,1892.0,1972.0,Eisenhower,Retired,Democrat,Western,Virginia,"Lynchburg, VA",Male,White,1939,Same Party,Conf. Recess Appt.,,Not Rated,85TH,Unified,262,169,69,23,4,4,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03749999403953552
"Barlow, George H.",3,435,Nixon,Republican,1979,1921.0,1979.0,Carter,Died,Republican,Entire State,New Jersey,"Trenton, NJ",Male,White,1969,Same Party,Not Recess Appt.,,Well-Qual.,96TH,"Divided, Both",243,192,58,42,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10999999940395355
