Name,Circuit,ID,Appointing President,Appointing President Party,Year of Departure,Year of Birth,Year of Death,President when Departed,Reason for Departing,Judge Party,District,State,City,Gender,Race,Year of Appointment,Cross Appointment,Recess Appointment,Assets,ABA Rating,Congress,Unity,House Democrats,House Republicans,Senate Democrats,Senate Republicans,House Independents,Senate Independents,Net Worth,Previous Position - ssc,Previous Position - slc,Previous Position - locct,Previous Position - sjdget,Previous Position - ausa,Previous Position - usa,Previous Position - sgo,Previous Position - sg,Previous Position - ago,Previous Position - ag,Previous Position - cc,Previous Position - sp,Previous Position - mag,Previous Position - bank,Previous Position - terr,Previous Position - cab,Previous Position - asatty,Previous Position - satty,Previous Position - cabdept,Previous Position - scab,Previous Position - scabdpt,Previous Position - aag,Previous Position - indreg1,Previous Position - reg1,Previous Position - reg2,Previous Position - reg3,Previous Position - house,Previous Position - senate,Previous Position - gov,Previous Position - ssenate,Previous Position - shouse,Previous Position - mayor,Previous Position - ccoun,Previous Position - ccom,Previous Position - ada,Previous Position - da,Previous Position - lother,Previous Position - lotherl,Previous Position - lawprof,Previous Position - private,Ideology Score
"Hitz, William",12,4840,Wilson,Democrat,1931,1872.0,1935.0,Hoover,Elevated,Democrat,Entire State,D.C.,District of Columbia,Male,White,1916,Same Party,Conf. Recess Appt.,,Not Rated,71ST,Unified,231,193,56,39,8,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Hobart, John Sloss",19,4854,John Adams,Other,1805,1733.0,1805.0,Jefferson,Died,Federalist,Entire State,New York,"Huntington, NY",Male,White,1798,Not Two-Party,Not Recess Appt.,,Not Rated,8TH,Unified,48,58,12,20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
"Hobbs, Truman M.",11,4860,Carter,Democrat,1991,1921.0,9999.0,"Bush, 41",Retired,Democrat,Middle,Alabama,"Montgomery, AL",Male,White,1980,Same Party,Not Recess Appt.,2065388.0,Excep. Well-Qual.,102ND,Unified,277,158,59,41,0,0,2065388.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.15000000596046448
"Hochberg, Faith S.",3,30101,Clinton,Democrat,9999,1950.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,New Jersey,"Short Hills, NJ",Female,White,1999,Same Party,Not Recess Appt.,9969673.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,9969673.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2919999957084656
"Hodge, Walter Hartman",9,4873,Eisenhower,Republican,1966,1896.0,1975.0,L.B. Johnson,Retired,Republican,Entire State,Alaska,"Juneau, AK",Male,White,1960,Same Party,Not Recess Appt.,,Well-Qual.,89TH,"Divided, Both",283,154,64,34,0,0,,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.17599999904632568
"Hodges, William Terrell",5,4880,Nixon,Republican,1999,1934.0,9999.0,Clinton,Retired,Republican,Middle,Florida,"Tampa, FL",Male,White,1971,Same Party,Not Recess Appt.,,Qualified,106TH,"Divided, Both",225,180,55,45,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2840000092983246
"Hoehling, Adolph A., Jr.",12,4890,Harding,Republican,1927,1868.0,1941.0,Coolidge,Resigned,Republican,Entire State,D.C.,District of Columbia,Male,White,1921,Same Party,Not Recess Appt.,,Not Rated,69TH,Unified,132,300,37,59,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Hoeveler, William M.",5,4900,Carter,Democrat,1991,1922.0,9999.0,"Bush, 41",Retired,Democrat,Southern,Florida,"Miami, FL",Male,White,1977,Same Party,Not Recess Appt.,,Excep. Well-Qual.,102ND,Unified,292,143,62,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.15549999475479126
"Hoffman, Walter E.",4,4920,Eisenhower,Republican,1974,1907.0,1996.0,Ford,Retired,Republican,Eastern,Virginia,"Norfolk, VA",Male,White,1954,Same Party,Not Recess Appt.,,Qualified,93RD,Unified,213,221,47,48,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.17599999904632568
"Hoffman, Julius J.",7,4910,Eisenhower,Republican,1972,1895.0,1983.0,Nixon,Retired,Republican,Northern,Illinois,"Chicago, IL",Male,White,1953,Same Party,Not Recess Appt.,,Well-Qual.,92ND,Unified,213,221,47,48,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26499998569488525
"Hoffman, Ogden, Jr.",9,4915,Fillmore,Other,1891,1822.0,1891.0,B. Harrison,Died,Whig,Northern,California,"San Francisco, CA",Male,White,1851,Not Two-Party,Not Recess Appt.,,Not Rated,52ND,"Divided, Both",112,109,35,25,9,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Hogan, Timothy S.",6,4940,L.B. Johnson,Democrat,1979,1909.0,1989.0,Carter,Retired,Democrat,Southern,Ohio,"Columbus, OH",Male,White,1966,Same Party,Not Recess Appt.,,Well-Qual.,96TH,Unified,295,140,68,32,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.10050000250339508
"Hogan, Michael Robert",9,22185,"Bush, 41",Republican,9999,1946.0,9999.0,Active Ser.,Active Service,Republican,Entire State,Oregon,"Eugene, OR",Male,White,1991,Same Party,Not Recess Appt.,815260.0,Well-Qual.,,"Divided, Both",267,165,56,44,1,0,815260.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04500000178813934
"Hogan, Thomas F.",12,4930,Reagan,Republican,9999,1938.0,9999.0,Active Ser.,Active Service,Republican,Entire State,D.C.,District of Columbia,Male,White,1982,Same Party,Not Recess Appt.,689158.0,Qualified,,"Divided, House",243,192,47,53,0,0,689158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5379999876022339
"Holden, James S.",2,4950,Nixon,Republican,1984,1914.0,9999.0,Reagan,Retired,Republican,Entire State,Vermont,"Brattleboro, VT",Male,White,1971,Same Party,Not Recess Appt.,,Well-Qual.,98TH,"Divided, Both",225,180,55,45,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.027000000700354576
"Holder, Cale James",7,4960,Eisenhower,Republican,1983,1912.0,1983.0,Reagan,Died,Republican,Southern,Indiana,"Indiannapolis, IN",Male,White,1954,Same Party,Not Recess Appt.,,Well-Qual.,98TH,Unified,213,221,47,48,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.44449999928474426
"Holderman, James F., Jr.",7,4970,Reagan,Republican,9999,1946.0,9999.0,Active Ser.,Active Service,Republican,Northern,Illinois,"Chicago, IL",Male,White,1985,Same Party,Not Recess Appt.,587555.0,Well-Qual.,,"Divided, House",253,182,47,53,0,0,587555.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5379999876022339
"Holland, James Buchanan",3,5000,T. Roosevelt,Republican,1914,1857.0,1914.0,Wilson,Died,Republican,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,1904,Same Party,Not Recess Appt.,,Not Rated,63RD,Unified,178,207,32,58,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,
"Holland, John Warthen",5,5010,F. Roosevelt,Democrat,1955,1883.0,1969.0,Eisenhower,Retired,Democrat,Southern,Florida,"Miami, FL",Male,White,1936,Same Party,Not Recess Appt.,,Not Rated,84TH,Unified,322,103,69,25,0,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Holland, H. Russel",9,4980,Reagan,Republican,2001,1936.0,9999.0,"Bush, 43",Retired,Republican,Entire State,Alaska,"Anchorage, AK",Male,White,1984,Same Party,Not Recess Appt.,1017336.0,Qualified,107TH,"Divided, House",269,166,46,54,0,0,1017336.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22299998998641968
"Hollister, Howard C.",6,5020,Taft,Republican,1919,1856.0,1919.0,Wilson,Died,Republican,Southern,Ohio,"Cincinnati, OH",Male,White,1910,Same Party,Not Recess Appt.,,Not Rated,66TH,Unified,172,219,32,59,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Holly, William Harrison",7,5040,F. Roosevelt,Democrat,1943,1869.0,1958.0,F. Roosevelt,Retired,Democrat,Northern,Illinois,"Chicago, IL",Male,White,1933,Same Party,Conf. Recess Appt.,,Not Rated,78TH,Unified,313,117,59,36,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Hollzer, Harry Aaron",9,5050,Hoover,Republican,1946,1880.0,1946.0,Truman,Died,Republican,Southern,California,"Los Angeles, CA",Male,White,1931,Same Party,Not Recess Appt.,,Not Rated,79TH,"Divided, House",216,218,47,48,1,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Holman, Jesse Lynch",13,5055,Jackson,Other,1842,1784.0,1842.0,Tyler,Died,Democrat,Entire State,Indiana,"Aurora, IN",Male,White,1835,Not Two-Party,Conf. Recess Appt.,,Not Rated,27TH,Unified,145,98,27,25,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,
"Holmes, Edwin Ruthven",5,5060,Wilson,Democrat,1936,1878.0,1961.0,F. Roosevelt,Elevated,Democrat,No. & So.,Mississippi,"Yazoo City, MS",Male,White,1918,Same Party,Not Recess Appt.,,Not Rated,74TH,Unified,210,216,53,42,9,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
"Holmes, James Leon",8,30363,"Bush, 43",Republican,9999,1951.0,9999.0,Active Ser.,Active Service,Republican,Eastern,Arkansas,,Male,White,2004,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
"Holmes, Sven E.",10,23545,Clinton,Democrat,9999,1951.0,9999.0,Active Ser.,Active Service,Democrat,Northern,Oklahoma,District of Columbia,Male,White,1994,Same Party,Not Recess Appt.,569500.0,Qualified,,Unified,258,176,57,43,1,0,569500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.12200000137090683
"Holschuh, John David",6,5080,Carter,Democrat,1996,1926.0,9999.0,Clinton,Retired,Democrat,Southern,Ohio,"Columbus, OH",Male,White,1980,Same Party,Not Recess Appt.,445509.0,Well-Qual.,104TH,Unified,277,158,59,41,0,0,445509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3564999997615814
"Holt, George Chandler",2,5090,T. Roosevelt,Republican,1914,1843.0,1931.0,Wilson,Retired,Independent,Southern,New York,"New York, NY",Male,White,1903,Not Two-Party,Not Recess Appt.,,Not Rated,63RD,Unified,178,207,32,58,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Holtzoff, Alexander",12,5100,Truman,Democrat,1967,1886.0,1969.0,L.B. Johnson,Retired,Democrat,Entire State,D.C.,District of Columbia,Male,White,1945,Same Party,Not Recess Appt.,,Not Rated,90TH,Unified,243,190,57,38,2,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1679999977350235
"Holwell, Richard J.",2,30364,"Bush, 43",Republican,9999,1946.0,9999.0,Active Ser.,Active Service,Republican,Southern,New York,,Male,White,2003,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
"Hood, Joseph M.",6,21980,"Bush, 41",Republican,9999,1942.0,9999.0,Active Ser.,Active Service,Republican,Eastern,Kentucky,"Pikeville, KY",Male,White,1990,Same Party,Not Recess Appt.,183340.0,Well-Qual.,,"Divided, Both",260,175,55,45,0,0,183340.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3240000009536743
"Hood, Denise Page",6,23085,Clinton,Democrat,9999,1952.0,9999.0,Active Ser.,Active Service,Democrat,Eastern,Michigan,"Detroit, MI",Female,African American,1994,Same Party,Not Recess Appt.,200056.0,Qualified,,Unified,258,176,57,43,1,0,200056.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.351500004529953
"Hook, William Cather",8,5110,McKinley,Republican,1903,1857.0,1921.0,T. Roosevelt,Elevated,Republican,Entire State,Kansas,"Leavenworth, KS",Male,White,1899,Same Party,Not Recess Appt.,,Not Rated,58TH,Unified,134,206,34,46,16,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,
"Hooper, Frank Arthur",5,5130,Truman,Democrat,1967,1895.0,1985.0,L.B. Johnson,Retired,Democrat,Northern,Georgia,"Atlanta, GA",Male,White,1949,Same Party,Conf. Recess Appt.,,Not Rated,90TH,Unified,263,171,54,42,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.07599999755620956
"Hopkins, James Campbell",8,5137,Grant,Republican,1877,1819.0,1877.0,Hayes,Died,Republican,Western,Wisconsin,"Madison, WI",Male,White,1870,Same Party,Not Recess Appt.,,Not Rated,45TH,Unified,73,170,11,61,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
"Hopkins, Richard Joseph",10,5140,Hoover,Republican,1943,1873.0,1943.0,F. Roosevelt,Died,Republican,Entire State,Kansas,"Topeka, KS",Male,White,1929,Same Party,Not Recess Appt.,,Not Rated,78TH,Unified,163,267,39,56,1,1,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
"Hopkins, Virginia Emerson",11,30365,"Bush, 43",Republican,9999,1952.0,9999.0,Active Ser.,Active Service,Republican,Northern,Alabama,,Female,White,2004,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39100000262260437
"Hopkinson, Joseph",3,5145,J.Q. Adams,Other,1842,1770.0,1842.0,Tyler,Died,Federalist,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,1828,Not Two-Party,Conf. Recess Appt.,,Not Rated,27TH,"Divided, House",94,119,20,28,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Hopkinson, Francis",16,5143,Washington,Other,1791,1737.0,1791.0,B. Harrison,Died,Federalist,Entire State,Pennsylvania,"Philadelphia, PA",Male,White,1789,Not Two-Party,Not Recess Appt.,,Not Rated,2ND,Unified,26,38,9,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Hornby, D. Brock",1,5147,"Bush, 41",Republican,9999,1944.0,9999.0,Active Ser.,Active Service,Republican,Entire State,Maine,"Portland, ME",Male,White,1990,Same Party,Not Recess Appt.,928003.0,Well-Qual.,,"Divided, Both",260,175,55,45,0,0,928003.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04100000113248825
"Horton, Odell",6,5150,Carter,Democrat,1995,1929.0,9999.0,Clinton,Retired,Democrat,Western,Tennessee,"Memphis, TN",Male,African American,1980,Same Party,Not Recess Appt.,104340.0,Well-Qual.,104TH,Unified,277,158,59,41,0,0,104340.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.30000001192092896
"Houck, Charles Weston",4,5160,Carter,Democrat,2003,1933.0,9999.0,"Bush, 43",Retired,Democrat,Entire State,South Carolina,"Florence, SC",Male,White,1979,Same Party,Not Recess Appt.,584204.0,Qualified,108TH,Unified,277,158,59,41,0,0,584204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-0.22300000488758087
"Hough, Charles Merrill",2,5180,T. Roosevelt,Republican,1916,1858.0,1927.0,Wilson,Elevated,Republican,Southern,New York,"New York, NY",Male,White,1906,Same Party,Not Recess Appt.,,Not Rated,64TH,Unified,136,250,32,58,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Hough, Benson W.",6,5170,Coolidge,Republican,1935,1875.0,1935.0,F. Roosevelt,Died,Republican,Southern,Ohio,"Columbus, OH",Male,White,1925,Same Party,Not Recess Appt.,,Not Rated,74TH,Unified,207,225,43,51,3,2,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Houston, James",4,5195,Jefferson,Other,1819,1767.0,1819.0,Monroe,Died,Jeffersonian Democrat,Entire State,Maryland,"Chestertown, MD",Male,White,1806,Not Two-Party,Not Recess Appt.,,Not Rated,16TH,Unified,116,25,27,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Houston, John A.",9,30366,"Bush, 43",Republican,9999,1952.0,9999.0,Active Ser.,Active Service,Democrat,Southern,California,,Male,African American,2003,Cross Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
"Hovland, Daniel L.",8,30275,"Bush, 43",Republican,9999,1954.0,9999.0,Active Ser.,Active Service,Republican,Entire State,North Dakota,,Male,White,2002,Same Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
"Howard, Joseph C., Sr.",4,5230,Carter,Democrat,1991,1922.0,2000.0,"Bush, 41",Retired,Democrat,Entire State,Maryland,"Baltimore, MD",Male,African American,1979,Same Party,Not Recess Appt.,110512.0,Qualified,102ND,Unified,277,158,59,41,0,0,110512.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-0.38100001215934753
"Howard, Malcolm J.",4,5240,Reagan,Republican,9999,1939.0,9999.0,Active Ser.,Active Service,Republican,Eastern,North Carolina,"Greenville, NC",Male,White,1988,Same Party,Not Recess Appt.,500000.0,Qualified,,"Divided, Both",258,177,55,45,0,0,500000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5960000157356262
"Howard, George, Jr.",8,5220,Carter,Democrat,9999,1924.0,9999.0,Active Ser.,Active Service,Democrat,Eastern,Arkansas,"Little Rock, AR",Male,African American,1979,Same Party,Not Recess Appt.,365936.0,Qualified,,Unified,277,158,59,41,0,0,365936.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.28450000286102295
"Howard, Clinton Woodbury",9,5210,Taft,Republican,1913,1864.0,1937.0,Wilson,Off. Term. or not Confirm,Republican,Western,Washington,"Billingham, WA",Male,White,1912,Same Party,Unconf. Recess Appt.,,Not Rated,63RD,"Divided, House",228,162,42,49,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
"Howard, Alex T., Jr.",11,5200,Reagan,Republican,1996,1924.0,9999.0,Clinton,Retired,Republican,Southern,Alabama,"Mobile, AL",Male,White,1986,Same Party,Not Recess Appt.,653472.0,Well-Qual.,104TH,"Divided, House",253,182,47,53,0,0,653472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40700000524520874
"Howe, Harland Bradley",2,5250,Wilson,Democrat,1940,1873.0,1946.0,F. Roosevelt,Retired,Democrat,Entire State,Vermont,"St. Johnsbury, VT",Male,White,1915,Same Party,Not Recess Appt.,,Not Rated,76TH,Unified,290,127,51,44,18,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Howe, James Henry",8,5253,Grant,Republican,1875,1827.0,1893.0,Grant,Resigned,Republican,Eastern,Wisconsin,"Kenosha, WI",Male,White,1873,Same Party,Not Recess Appt.,,Not Rated,43RD,Unified,88,203,19,54,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05700000375509262
"Howell, David",1,5256,Madison,Other,1824,1747.0,1824.0,Monroe,Died,Jeffersonian Democrat,Entire State,Rhode Island,"Providence, RI",Male,White,1812,Not Two-Party,Not Recess Appt.,,Not Rated,18TH,Unified,108,36,30,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,
"Hoyt, Kenneth M.",5,5260,Reagan,Republican,9999,1948.0,9999.0,Active Ser.,Active Service,Republican,Southern,Texas,"Houston, TX",Male,African American,1988,Same Party,Not Recess Appt.,400000.0,Well-Qual.,,"Divided, Both",258,177,55,45,0,0,400000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.4580000042915344
"Huck, Paul C.",11,30127,Clinton,Democrat,9999,1940.0,9999.0,Active Ser.,Active Service,Republican,Southern,Florida,"Coral Gables, FL",Male,White,2000,Cross Party,Not Recess Appt.,5017778.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,5017778.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.22599999606609344
"Hudson, Henry E.",4,30259,"Bush, 43",Republican,9999,,9999.0,Active Ser.,Active Service,Republican,Eastern,Virginia,,Male,White,2002,Same Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25450000166893005
"Hudspeth, Harry Lee",5,5270,Carter,Democrat,2001,1935.0,9999.0,"Bush, 43",Retired,Democrat,Western,Texas,"El Paso, TX",Male,White,1979,Same Party,Not Recess Appt.,88720.0,Well-Qual.,107TH,Unified,277,158,59,41,0,0,88720.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.11800000071525574
"Huff, Marilyn L.",9,22045,"Bush, 41",Republican,9999,1951.0,9999.0,Active Ser.,Active Service,Republican,Southern,California,"San Diego, CA",Female,White,1991,Same Party,Not Recess Appt.,2537868.0,Well-Qual.,,"Divided, Both",267,165,56,44,1,0,2537868.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2199999988079071
"Hughes, Robert William",4,5305,Grant,Republican,1898,1821.0,1901.0,McKinley,Retired,Republican,Eastern,Virginia,"Abingdon, VA",Male,White,1874,Same Party,Not Recess Appt.,,Not Rated,55TH,Unified,88,203,19,54,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
